workload,prompt_idx,policy,error_type,K,accepted_or_entropy
humaneval,2,fixed_1,Under-Drafting,1,0.021561093628406525
humaneval,3,fixed_1,Under-Drafting,1,0.06160452589392662
humaneval,3,fixed_1,Under-Drafting,1,0.012286614626646042
humaneval,3,fixed_1,Under-Drafting,1,0.0016889011021703482
humaneval,3,fixed_1,Under-Drafting,1,0.059114351868629456
humaneval,3,fixed_1,Under-Drafting,1,0.03099764510989189
humaneval,3,fixed_1,Under-Drafting,1,0.01039594691246748
humaneval,3,fixed_1,Under-Drafting,1,0.019818175584077835
humaneval,3,fixed_1,Under-Drafting,1,0.06943456828594208
humaneval,3,fixed_1,Under-Drafting,1,0.01957358606159687
humaneval,3,fixed_1,Under-Drafting,1,0.000809157092589885
humaneval,3,fixed_1,Under-Drafting,1,0.0492587685585022
humaneval,3,fixed_1,Under-Drafting,1,0.008400926366448402
humaneval,3,fixed_1,Under-Drafting,1,0.002099128207191825
humaneval,3,fixed_1,Under-Drafting,1,0.007021984085440636
humaneval,3,fixed_1,Under-Drafting,1,0.02473832294344902
humaneval,3,fixed_1,Under-Drafting,1,0.08043069392442703
humaneval,3,fixed_1,Under-Drafting,1,0.1656932830810547
humaneval,4,fixed_1,Under-Drafting,1,0.11923712491989136
humaneval,4,fixed_1,Under-Drafting,1,0.11676725745201111
humaneval,4,fixed_1,Under-Drafting,1,0.11943377554416656
humaneval,4,fixed_1,Under-Drafting,1,0.16310103237628937
humaneval,4,fixed_1,Under-Drafting,1,0.05477166920900345
humaneval,4,fixed_1,Under-Drafting,1,0.15715958178043365
humaneval,5,fixed_1,Under-Drafting,1,0.04361840710043907
humaneval,5,fixed_1,Under-Drafting,1,0.0638805702328682
humaneval,6,fixed_1,Under-Drafting,1,0.03931507095694542
humaneval,7,fixed_1,Under-Drafting,1,0.08024190366268158
humaneval,7,fixed_1,Under-Drafting,1,0.06435845792293549
humaneval,7,fixed_1,Under-Drafting,1,0.022032078355550766
humaneval,7,fixed_1,Under-Drafting,1,0.040821827948093414
humaneval,7,fixed_1,Under-Drafting,1,0.1677887886762619
humaneval,7,fixed_1,Under-Drafting,1,0.10268677771091461
humaneval,7,fixed_1,Under-Drafting,1,0.030435364693403244
humaneval,7,fixed_1,Under-Drafting,1,0.017920836806297302
humaneval,7,fixed_1,Under-Drafting,1,0.010807937942445278
humaneval,7,fixed_1,Under-Drafting,1,0.184231698513031
humaneval,7,fixed_1,Under-Drafting,1,0.021355245262384415
humaneval,7,fixed_1,Under-Drafting,1,0.03723485395312309
humaneval,7,fixed_1,Under-Drafting,1,0.05735206604003906
humaneval,7,fixed_1,Under-Drafting,1,0.18363656103610992
humaneval,7,fixed_1,Under-Drafting,1,0.0636167898774147
humaneval,7,fixed_1,Under-Drafting,1,0.00469647441059351
humaneval,7,fixed_1,Under-Drafting,1,0.059960026293992996
humaneval,7,fixed_1,Under-Drafting,1,0.11819741874933243
humaneval,7,fixed_1,Under-Drafting,1,0.07675033807754517
humaneval,7,fixed_1,Under-Drafting,1,0.03869253396987915
humaneval,8,fixed_1,Under-Drafting,1,0.11191518604755402
humaneval,8,fixed_1,Under-Drafting,1,0.04063030704855919
humaneval,8,fixed_1,Under-Drafting,1,0.0007116195629350841
humaneval,8,fixed_1,Under-Drafting,1,0.061948396265506744
humaneval,8,fixed_1,Under-Drafting,1,0.035781387239694595
humaneval,8,fixed_1,Under-Drafting,1,0.002682552207261324
humaneval,8,fixed_1,Under-Drafting,1,0.07060930877923965
humaneval,8,fixed_1,Under-Drafting,1,0.02473759464919567
humaneval,8,fixed_1,Under-Drafting,1,0.11647692322731018
humaneval,8,fixed_1,Under-Drafting,1,0.0884709358215332
humaneval,8,fixed_1,Under-Drafting,1,0.02614932507276535
humaneval,8,fixed_1,Under-Drafting,1,0.08546167612075806
humaneval,8,fixed_1,Under-Drafting,1,0.032817259430885315
humaneval,8,fixed_1,Under-Drafting,1,0.10862848162651062
humaneval,9,fixed_1,Under-Drafting,1,0.04510372504591942
humaneval,9,fixed_1,Under-Drafting,1,0.03874640911817551
humaneval,9,fixed_1,Under-Drafting,1,0.01372182834893465
humaneval,9,fixed_1,Under-Drafting,1,0.135141059756279
humaneval,9,fixed_1,Under-Drafting,1,0.026130471378564835
humaneval,9,fixed_1,Under-Drafting,1,0.13553591072559357
humaneval,9,fixed_1,Under-Drafting,1,0.007200156804174185
humaneval,9,fixed_1,Under-Drafting,1,0.08866916596889496
humaneval,9,fixed_1,Under-Drafting,1,0.06628125160932541
humaneval,9,fixed_1,Under-Drafting,1,0.019235024228692055
humaneval,9,fixed_1,Under-Drafting,1,0.059861112385988235
humaneval,9,fixed_1,Under-Drafting,1,0.04674307629466057
humaneval,9,fixed_1,Under-Drafting,1,0.03222615644335747
humaneval,9,fixed_1,Under-Drafting,1,0.08021313697099686
humaneval,9,fixed_1,Under-Drafting,1,0.02938702329993248
humaneval,9,fixed_1,Under-Drafting,1,0.06351002305746078
humaneval,9,fixed_1,Under-Drafting,1,0.18349772691726685
humaneval,9,fixed_1,Under-Drafting,1,0.09536615759134293
humaneval,9,fixed_1,Under-Drafting,1,0.01833011955022812
humaneval,9,fixed_1,Under-Drafting,1,0.11235155165195465
humaneval,9,fixed_1,Under-Drafting,1,0.1312503069639206
humaneval,10,fixed_1,Under-Drafting,1,0.10816787928342819
humaneval,10,fixed_1,Under-Drafting,1,0.07149490714073181
humaneval,10,fixed_1,Under-Drafting,1,0.0931887999176979
humaneval,10,fixed_1,Under-Drafting,1,0.196323424577713
humaneval,10,fixed_1,Under-Drafting,1,0.06797461956739426
humaneval,10,fixed_1,Under-Drafting,1,0.013109874911606312
humaneval,11,fixed_1,Under-Drafting,1,0.06671716272830963
humaneval,11,fixed_1,Under-Drafting,1,0.14698435366153717
humaneval,11,fixed_1,Under-Drafting,1,0.047020651400089264
humaneval,11,fixed_1,Under-Drafting,1,0.025993386283516884
humaneval,11,fixed_1,Under-Drafting,1,0.18929263949394226
humaneval,11,fixed_1,Under-Drafting,1,0.11568596214056015
humaneval,11,fixed_1,Under-Drafting,1,0.01246622484177351
humaneval,11,fixed_1,Under-Drafting,1,0.09414436668157578
humaneval,11,fixed_1,Under-Drafting,1,0.051900122314691544
humaneval,11,fixed_1,Under-Drafting,1,0.046979520469903946
humaneval,11,fixed_1,Under-Drafting,1,0.036101579666137695
humaneval,11,fixed_1,Under-Drafting,1,0.00863996334373951
humaneval,11,fixed_1,Under-Drafting,1,0.10660386085510254
humaneval,12,fixed_1,Under-Drafting,1,0.06644599139690399
humaneval,12,fixed_1,Under-Drafting,1,0.14164553582668304
humaneval,12,fixed_1,Under-Drafting,1,0.1774563491344452
humaneval,12,fixed_1,Under-Drafting,1,0.028464697301387787
humaneval,12,fixed_1,Under-Drafting,1,0.020059695467352867
humaneval,12,fixed_1,Under-Drafting,1,0.0006042176391929388
humaneval,12,fixed_1,Under-Drafting,1,0.05016665533185005
humaneval,12,fixed_1,Under-Drafting,1,0.004358850419521332
humaneval,12,fixed_1,Under-Drafting,1,0.0013221695553511381
humaneval,12,fixed_1,Under-Drafting,1,0.005048475693911314
humaneval,12,fixed_1,Under-Drafting,1,0.020372550934553146
humaneval,12,fixed_1,Under-Drafting,1,0.07183293253183365
humaneval,13,fixed_1,Under-Drafting,1,0.01627163216471672
humaneval,13,fixed_1,Under-Drafting,1,0.11313557624816895
humaneval,13,fixed_1,Under-Drafting,1,0.016080796718597412
humaneval,13,fixed_1,Under-Drafting,1,0.037396397441625595
humaneval,13,fixed_1,Under-Drafting,1,0.041542381048202515
humaneval,13,fixed_1,Under-Drafting,1,0.010810941457748413
humaneval,13,fixed_1,Under-Drafting,1,0.15421058237552643
humaneval,13,fixed_1,Under-Drafting,1,0.17948870360851288
humaneval,13,fixed_1,Under-Drafting,1,0.1281602382659912
humaneval,13,fixed_1,Under-Drafting,1,0.026172826066613197
humaneval,13,fixed_1,Under-Drafting,1,0.08121134340763092
humaneval,13,fixed_1,Under-Drafting,1,0.06233872473239899
humaneval,13,fixed_1,Under-Drafting,1,0.0027908827178180218
humaneval,13,fixed_1,Under-Drafting,1,0.009776084683835506
humaneval,14,fixed_1,Under-Drafting,1,0.06899958848953247
humaneval,14,fixed_1,Under-Drafting,1,0.0031267162412405014
humaneval,14,fixed_1,Under-Drafting,1,0.12581194937229156
humaneval,14,fixed_1,Under-Drafting,1,0.14408540725708008
humaneval,14,fixed_1,Under-Drafting,1,0.011565428227186203
humaneval,14,fixed_1,Under-Drafting,1,0.10063592344522476
humaneval,14,fixed_1,Under-Drafting,1,0.001525992527604103
humaneval,14,fixed_1,Under-Drafting,1,0.0004830913676414639
humaneval,14,fixed_1,Under-Drafting,1,0.007456349674612284
humaneval,14,fixed_1,Under-Drafting,1,0.0034949013497680426
humaneval,14,fixed_1,Under-Drafting,1,0.020119966939091682
humaneval,14,fixed_1,Under-Drafting,1,0.1356084644794464
humaneval,14,fixed_1,Under-Drafting,1,0.18647059798240662
humaneval,14,fixed_1,Under-Drafting,1,0.1599499136209488
humaneval,14,fixed_1,Under-Drafting,1,0.1680241823196411
humaneval,14,fixed_1,Under-Drafting,1,0.03517012670636177
humaneval,15,fixed_1,Under-Drafting,1,0.17325562238693237
humaneval,15,fixed_1,Under-Drafting,1,0.0072874161414802074
humaneval,15,fixed_1,Under-Drafting,1,0.047320786863565445
humaneval,15,fixed_1,Under-Drafting,1,0.012002989649772644
humaneval,15,fixed_1,Under-Drafting,1,0.01463943812996149
humaneval,15,fixed_1,Under-Drafting,1,0.09566883742809296
humaneval,15,fixed_1,Under-Drafting,1,0.003078421577811241
humaneval,15,fixed_1,Under-Drafting,1,0.06949704885482788
humaneval,15,fixed_1,Under-Drafting,1,0.15016308426856995
humaneval,15,fixed_1,Under-Drafting,1,0.16333957016468048
humaneval,15,fixed_1,Under-Drafting,1,0.031885113567113876
humaneval,15,fixed_1,Under-Drafting,1,0.1656530797481537
humaneval,15,fixed_1,Under-Drafting,1,0.01021482888609171
humaneval,15,fixed_1,Under-Drafting,1,0.04536614939570427
humaneval,15,fixed_1,Under-Drafting,1,0.031176241114735603
humaneval,15,fixed_1,Under-Drafting,1,0.07584081590175629
humaneval,15,fixed_1,Under-Drafting,1,0.05837710574269295
humaneval,15,fixed_1,Under-Drafting,1,0.04906826838850975
humaneval,15,fixed_1,Under-Drafting,1,0.005254081916064024
humaneval,15,fixed_1,Under-Drafting,1,0.01586800441145897
humaneval,16,fixed_1,Under-Drafting,1,0.182195246219635
humaneval,16,fixed_1,Under-Drafting,1,0.06913801282644272
humaneval,16,fixed_1,Under-Drafting,1,0.10769964754581451
humaneval,16,fixed_1,Under-Drafting,1,0.14633876085281372
humaneval,16,fixed_1,Under-Drafting,1,0.002937424462288618
humaneval,16,fixed_1,Under-Drafting,1,0.004147298168390989
humaneval,16,fixed_1,Under-Drafting,1,0.001836416544392705
humaneval,16,fixed_1,Under-Drafting,1,0.04283291846513748
humaneval,16,fixed_1,Under-Drafting,1,0.006197688169777393
humaneval,16,fixed_1,Under-Drafting,1,0.021116096526384354
humaneval,16,fixed_1,Under-Drafting,1,0.09363648295402527
humaneval,16,fixed_1,Under-Drafting,1,0.001042958116158843
humaneval,16,fixed_1,Under-Drafting,1,0.0012455983087420464
humaneval,16,fixed_1,Under-Drafting,1,0.1424822211265564
humaneval,17,fixed_1,Under-Drafting,1,0.07292738556861877
humaneval,17,fixed_1,Under-Drafting,1,0.023961897939443588
humaneval,17,fixed_1,Under-Drafting,1,0.13473325967788696
humaneval,17,fixed_1,Under-Drafting,1,0.18774239718914032
humaneval,17,fixed_1,Under-Drafting,1,0.1970808207988739
humaneval,17,fixed_1,Under-Drafting,1,0.05766647309064865
humaneval,17,fixed_1,Under-Drafting,1,0.06935720145702362
humaneval,17,fixed_1,Under-Drafting,1,0.0485810860991478
humaneval,17,fixed_1,Under-Drafting,1,0.1337118297815323
humaneval,17,fixed_1,Under-Drafting,1,0.1977306753396988
humaneval,17,fixed_1,Under-Drafting,1,0.19911032915115356
humaneval,17,fixed_1,Under-Drafting,1,0.08345670253038406
humaneval,17,fixed_1,Under-Drafting,1,0.010675878264009953
humaneval,17,fixed_1,Under-Drafting,1,0.0751292034983635
humaneval,17,fixed_1,Under-Drafting,1,0.005971268750727177
humaneval,17,fixed_1,Under-Drafting,1,0.048756055533885956
humaneval,17,fixed_1,Under-Drafting,1,0.013770277611911297
humaneval,17,fixed_1,Under-Drafting,1,0.10550925135612488
humaneval,17,fixed_1,Under-Drafting,1,0.04273638874292374
humaneval,17,fixed_1,Under-Drafting,1,0.1885327249765396
humaneval,17,fixed_1,Under-Drafting,1,0.024282455444335938
humaneval,17,fixed_1,Under-Drafting,1,0.17806413769721985
humaneval,17,fixed_1,Under-Drafting,1,0.018011528998613358
humaneval,17,fixed_1,Under-Drafting,1,0.03308060020208359
humaneval,18,fixed_1,Under-Drafting,1,0.1914321780204773
humaneval,18,fixed_1,Under-Drafting,1,0.044775642454624176
humaneval,18,fixed_1,Under-Drafting,1,0.007134556770324707
humaneval,18,fixed_1,Under-Drafting,1,0.19174326956272125
humaneval,18,fixed_1,Under-Drafting,1,0.09879250824451447
humaneval,18,fixed_1,Under-Drafting,1,0.1307511329650879
humaneval,18,fixed_1,Under-Drafting,1,0.05700896307826042
humaneval,18,fixed_1,Under-Drafting,1,0.0031290589831769466
humaneval,18,fixed_1,Under-Drafting,1,0.048554450273513794
humaneval,18,fixed_1,Under-Drafting,1,0.1018361896276474
humaneval,18,fixed_1,Under-Drafting,1,0.08023855090141296
humaneval,18,fixed_1,Under-Drafting,1,0.18324455618858337
humaneval,18,fixed_1,Under-Drafting,1,0.046611569821834564
humaneval,18,fixed_1,Under-Drafting,1,0.03165899217128754
humaneval,18,fixed_1,Under-Drafting,1,0.0026648296043276787
humaneval,18,fixed_1,Under-Drafting,1,0.07487980276346207
humaneval,19,fixed_1,Under-Drafting,1,0.11083139479160309
humaneval,19,fixed_1,Under-Drafting,1,0.04194817692041397
humaneval,19,fixed_1,Under-Drafting,1,0.15284915268421173
humaneval,19,fixed_1,Under-Drafting,1,0.1759481281042099
humaneval,19,fixed_1,Under-Drafting,1,0.11933921277523041
humaneval,19,fixed_1,Under-Drafting,1,0.06304631382226944
humaneval,19,fixed_1,Under-Drafting,1,0.06982433050870895
humaneval,19,fixed_1,Under-Drafting,1,0.04549962282180786
humaneval,19,fixed_1,Under-Drafting,1,0.06343317031860352
humaneval,20,fixed_1,Under-Drafting,1,0.1504211723804474
humaneval,20,fixed_1,Under-Drafting,1,0.062379658222198486
humaneval,20,fixed_1,Under-Drafting,1,0.008550326339900494
humaneval,20,fixed_1,Under-Drafting,1,0.0617113932967186
humaneval,20,fixed_1,Under-Drafting,1,0.013849809765815735
humaneval,20,fixed_1,Under-Drafting,1,0.0978853702545166
humaneval,21,fixed_1,Under-Drafting,1,0.08145386725664139
humaneval,21,fixed_1,Under-Drafting,1,0.0945838987827301
humaneval,21,fixed_1,Under-Drafting,1,0.0028678623493760824
humaneval,21,fixed_1,Under-Drafting,1,0.1875087320804596
humaneval,21,fixed_1,Under-Drafting,1,0.07705806940793991
humaneval,21,fixed_1,Under-Drafting,1,0.0069595337845385075
humaneval,21,fixed_1,Under-Drafting,1,0.018345803022384644
humaneval,21,fixed_1,Under-Drafting,1,0.015086008235812187
humaneval,21,fixed_1,Under-Drafting,1,0.03902606666088104
humaneval,22,fixed_1,Under-Drafting,1,0.06222473829984665
humaneval,22,fixed_1,Under-Drafting,1,0.11349422484636307
humaneval,22,fixed_1,Under-Drafting,1,0.028031468391418457
humaneval,22,fixed_1,Under-Drafting,1,0.023640483617782593
humaneval,22,fixed_1,Under-Drafting,1,0.017325663939118385
humaneval,22,fixed_1,Under-Drafting,1,0.03953446447849274
humaneval,22,fixed_1,Under-Drafting,1,0.0025493791326880455
humaneval,22,fixed_1,Under-Drafting,1,0.004913013894110918
humaneval,22,fixed_1,Under-Drafting,1,0.059765614569187164
humaneval,22,fixed_1,Under-Drafting,1,0.15026861429214478
humaneval,22,fixed_1,Under-Drafting,1,0.09896038472652435
humaneval,22,fixed_1,Under-Drafting,1,0.09347653388977051
humaneval,22,fixed_1,Under-Drafting,1,0.011732706800103188
humaneval,22,fixed_1,Under-Drafting,1,0.008475158363580704
humaneval,22,fixed_1,Under-Drafting,1,0.03803073987364769
humaneval,23,fixed_1,Under-Drafting,1,0.1547767072916031
humaneval,23,fixed_1,Under-Drafting,1,0.0937577337026596
humaneval,23,fixed_1,Under-Drafting,1,0.04634494334459305
humaneval,23,fixed_1,Under-Drafting,1,0.03695903718471527
humaneval,23,fixed_1,Under-Drafting,1,0.02192220278084278
humaneval,23,fixed_1,Under-Drafting,1,0.17423537373542786
humaneval,23,fixed_1,Under-Drafting,1,0.010778218507766724
humaneval,23,fixed_1,Under-Drafting,1,0.025058908388018608
humaneval,24,fixed_1,Under-Drafting,1,0.14625553786754608
humaneval,24,fixed_1,Under-Drafting,1,0.1131858304142952
humaneval,24,fixed_1,Under-Drafting,1,0.1549946516752243
humaneval,24,fixed_1,Under-Drafting,1,0.05210059881210327
humaneval,24,fixed_1,Under-Drafting,1,0.052705395966768265
humaneval,24,fixed_1,Under-Drafting,1,0.06321351230144501
humaneval,24,fixed_1,Under-Drafting,1,0.08509887009859085
humaneval,24,fixed_1,Under-Drafting,1,0.03366496413946152
humaneval,24,fixed_1,Under-Drafting,1,0.07458940893411636
humaneval,24,fixed_1,Under-Drafting,1,0.16285572946071625
humaneval,24,fixed_1,Under-Drafting,1,0.15803498029708862
humaneval,24,fixed_1,Under-Drafting,1,0.1453179270029068
humaneval,25,fixed_1,Under-Drafting,1,0.06533898413181305
humaneval,25,fixed_1,Under-Drafting,1,0.0349067784845829
humaneval,25,fixed_1,Under-Drafting,1,0.19592364132404327
humaneval,25,fixed_1,Under-Drafting,1,0.0008527245372533798
humaneval,25,fixed_1,Under-Drafting,1,0.012242699041962624
humaneval,25,fixed_1,Under-Drafting,1,0.03829338774085045
humaneval,25,fixed_1,Under-Drafting,1,0.020791657269001007
humaneval,25,fixed_1,Under-Drafting,1,0.02295227348804474
humaneval,25,fixed_1,Under-Drafting,1,0.0036612863186746836
humaneval,25,fixed_1,Under-Drafting,1,0.0927746593952179
humaneval,25,fixed_1,Under-Drafting,1,0.008447145111858845
humaneval,25,fixed_1,Under-Drafting,1,0.19504106044769287
humaneval,25,fixed_1,Under-Drafting,1,0.13684694468975067
humaneval,25,fixed_1,Under-Drafting,1,0.010183841921389103
humaneval,25,fixed_1,Under-Drafting,1,0.04904625937342644
humaneval,25,fixed_1,Under-Drafting,1,0.017220348119735718
humaneval,25,fixed_1,Under-Drafting,1,0.008203745819628239
humaneval,25,fixed_1,Under-Drafting,1,0.032031863927841187
humaneval,25,fixed_1,Under-Drafting,1,0.0005280880723148584
humaneval,26,fixed_1,Under-Drafting,1,0.05436406657099724
humaneval,26,fixed_1,Under-Drafting,1,0.09575122594833374
humaneval,26,fixed_1,Under-Drafting,1,0.0057270824909210205
humaneval,26,fixed_1,Under-Drafting,1,0.02284492552280426
humaneval,26,fixed_1,Under-Drafting,1,0.04537852108478546
humaneval,26,fixed_1,Under-Drafting,1,0.0798528790473938
humaneval,26,fixed_1,Under-Drafting,1,0.14369018375873566
humaneval,26,fixed_1,Under-Drafting,1,0.09493234753608704
humaneval,26,fixed_1,Under-Drafting,1,0.09860298037528992
humaneval,26,fixed_1,Under-Drafting,1,0.04155153036117554
humaneval,26,fixed_1,Under-Drafting,1,0.01184997707605362
humaneval,26,fixed_1,Under-Drafting,1,0.024122072383761406
humaneval,26,fixed_1,Under-Drafting,1,0.008692102506756783
humaneval,26,fixed_1,Under-Drafting,1,0.04972076416015625
humaneval,26,fixed_1,Under-Drafting,1,0.12678618729114532
humaneval,26,fixed_1,Under-Drafting,1,0.04084032028913498
humaneval,26,fixed_1,Under-Drafting,1,0.015591507777571678
humaneval,26,fixed_1,Under-Drafting,1,0.04217066243290901
humaneval,27,fixed_1,Under-Drafting,1,0.02765744924545288
humaneval,27,fixed_1,Under-Drafting,1,0.0214235857129097
humaneval,27,fixed_1,Under-Drafting,1,0.0021404221188277006
humaneval,27,fixed_1,Under-Drafting,1,0.10190628468990326
humaneval,27,fixed_1,Under-Drafting,1,0.1851993054151535
humaneval,27,fixed_1,Under-Drafting,1,0.003402716014534235
humaneval,27,fixed_1,Under-Drafting,1,0.018489167094230652
humaneval,27,fixed_1,Under-Drafting,1,0.003145825583487749
humaneval,27,fixed_1,Under-Drafting,1,0.06078220158815384
humaneval,27,fixed_1,Under-Drafting,1,0.0029982528649270535
humaneval,27,fixed_1,Under-Drafting,1,0.07818342000246048
humaneval,27,fixed_1,Under-Drafting,1,0.039484068751335144
humaneval,27,fixed_1,Under-Drafting,1,0.00713940616697073
humaneval,27,fixed_1,Under-Drafting,1,0.08177438378334045
humaneval,28,fixed_1,Under-Drafting,1,0.0718822181224823
humaneval,28,fixed_1,Under-Drafting,1,0.01690404862165451
humaneval,28,fixed_1,Under-Drafting,1,0.0027389763854444027
humaneval,28,fixed_1,Under-Drafting,1,0.07763104885816574
humaneval,28,fixed_1,Under-Drafting,1,0.004246905446052551
humaneval,28,fixed_1,Under-Drafting,1,0.003467462956905365
humaneval,28,fixed_1,Under-Drafting,1,0.026971392333507538
humaneval,28,fixed_1,Under-Drafting,1,0.002852394012734294
humaneval,28,fixed_1,Under-Drafting,1,0.0013782087480649352
humaneval,28,fixed_1,Under-Drafting,1,0.07880689948797226
humaneval,28,fixed_1,Under-Drafting,1,0.001877250848338008
humaneval,28,fixed_1,Under-Drafting,1,0.006340242922306061
humaneval,28,fixed_1,Under-Drafting,1,0.10457096248865128
humaneval,29,fixed_1,Under-Drafting,1,0.05147688090801239
humaneval,29,fixed_1,Under-Drafting,1,0.13190928101539612
humaneval,29,fixed_1,Under-Drafting,1,0.021415667608380318
humaneval,29,fixed_1,Under-Drafting,1,0.0383526012301445
humaneval,29,fixed_1,Under-Drafting,1,0.16178244352340698
humaneval,29,fixed_1,Under-Drafting,1,0.006730096880346537
humaneval,29,fixed_1,Under-Drafting,1,0.009214936755597591
humaneval,29,fixed_1,Under-Drafting,1,0.05913086235523224
humaneval,29,fixed_1,Under-Drafting,1,0.12989391386508942
humaneval,29,fixed_1,Under-Drafting,1,0.007971150800585747
humaneval,29,fixed_1,Under-Drafting,1,0.013947108760476112
humaneval,29,fixed_1,Under-Drafting,1,0.19130544364452362
humaneval,29,fixed_1,Under-Drafting,1,0.019198937341570854
humaneval,29,fixed_1,Under-Drafting,1,0.014703625813126564
humaneval,29,fixed_1,Under-Drafting,1,0.06983662396669388
humaneval,29,fixed_1,Under-Drafting,1,0.12650251388549805
humaneval,29,fixed_1,Under-Drafting,1,0.12922975420951843
humaneval,29,fixed_1,Under-Drafting,1,0.1426229625940323
humaneval,29,fixed_1,Under-Drafting,1,0.17837107181549072
humaneval,29,fixed_1,Under-Drafting,1,0.0015838308027014136
humaneval,29,fixed_1,Under-Drafting,1,0.0014475437346845865
humaneval,29,fixed_1,Under-Drafting,1,0.0016985624097287655
humaneval,29,fixed_1,Under-Drafting,1,0.02396971546113491
humaneval,30,fixed_1,Under-Drafting,1,0.0545317679643631
humaneval,30,fixed_1,Under-Drafting,1,0.011254136450588703
humaneval,30,fixed_1,Under-Drafting,1,0.026063742116093636
humaneval,30,fixed_1,Under-Drafting,1,0.01894255541265011
humaneval,30,fixed_1,Under-Drafting,1,0.05451107770204544
humaneval,30,fixed_1,Under-Drafting,1,0.030847670510411263
humaneval,30,fixed_1,Under-Drafting,1,0.03725207597017288
humaneval,30,fixed_1,Under-Drafting,1,0.051487743854522705
humaneval,30,fixed_1,Under-Drafting,1,0.029618214815855026
humaneval,30,fixed_1,Under-Drafting,1,0.17481128871440887
humaneval,30,fixed_1,Under-Drafting,1,0.04198293387889862
humaneval,30,fixed_1,Under-Drafting,1,0.04868757724761963
humaneval,30,fixed_1,Under-Drafting,1,0.0777045488357544
humaneval,30,fixed_1,Under-Drafting,1,0.0029467742424458265
humaneval,30,fixed_1,Under-Drafting,1,0.1934441477060318
humaneval,30,fixed_1,Under-Drafting,1,0.0205791387706995
humaneval,30,fixed_1,Under-Drafting,1,0.03212232142686844
humaneval,31,fixed_1,Under-Drafting,1,0.17898647487163544
humaneval,31,fixed_1,Under-Drafting,1,0.06030186265707016
humaneval,31,fixed_1,Under-Drafting,1,0.015540607273578644
humaneval,31,fixed_1,Under-Drafting,1,0.15865090489387512
humaneval,31,fixed_1,Under-Drafting,1,0.15490184724330902
humaneval,31,fixed_1,Under-Drafting,1,0.10612127929925919
humaneval,31,fixed_1,Under-Drafting,1,0.059007804840803146
humaneval,31,fixed_1,Under-Drafting,1,0.07127775251865387
humaneval,31,fixed_1,Under-Drafting,1,0.14352811872959137
humaneval,31,fixed_1,Under-Drafting,1,0.10399612039327621
humaneval,31,fixed_1,Under-Drafting,1,0.032645441591739655
humaneval,31,fixed_1,Under-Drafting,1,0.002331587951630354
humaneval,31,fixed_1,Under-Drafting,1,0.19597068428993225
humaneval,31,fixed_1,Under-Drafting,1,0.02755756676197052
humaneval,32,fixed_1,Under-Drafting,1,0.022626928985118866
humaneval,32,fixed_1,Under-Drafting,1,0.09596532583236694
humaneval,32,fixed_1,Under-Drafting,1,0.0060965148732066154
